10.1109/JIOT.2014.2318793,IEEE publishing,add
10.1109/JIOT.2014.2337018,Game theory,add
10.1109/JIOT.2014.2337018,Resilience,del
10.1109/JIOT.2014.2337336,Vehicles,add
10.1109/JIOT.2014.2337336,Sensors,del
10.1109/JIOT.2014.2337336,Industries,add
10.1109/JIOT.2014.2337336,Computer architecture,add
10.1109/JIOT.2014.2337336,Monitoring,del
10.1109/JIOT.2014.2337336,Standards,del
10.1109/JIOT.2014.2337886,Social network services,add
10.1109/JIOT.2014.2337886,Intelligent sensors,add
10.1109/JIOT.2014.2337886,Safety,del
10.1109/JIOT.2014.2337886,Cloud computing,del
10.1109/JIOT.2014.2337886,Clouds,del
10.1109/JIOT.2014.2376631,Vehicular ad hoc networks,del
10.1109/JIOT.2014.2376631,Internet of Things,del
10.1109/JIOT.2014.2376631,Network architecture,add
10.1109/JIOT.2014.2376631,Intelligent vehicles,del
10.1109/JIOT.2014.2376631,Special issues and sections,add
10.1109/JIOT.2014.2354294,Road traffic,del
10.1109/JIOT.2014.2354294,Sensors,add
10.1109/JIOT.2014.2354294,Vehiclular ad hoc networks,add
10.1109/JIOT.2014.2354294,Routing,add
10.1109/JIOT.2014.2354294,Computer architecture,add
10.1109/JIOT.2014.2371897,Throughput,del
10.1109/JIOT.2014.2371897,Vehicle dynamics,del
10.1109/JIOT.2014.2371897,Vehiclular ad hoc networks,del
10.1109/JIOT.2014.2371897,Mathematical model,add
10.1109/JIOT.2014.2371897,Servers,del
10.1109/JIOT.2014.2371897,Media Access Protocol,del
10.1109/JIOT.2014.2374606,Road traffic,del
10.1109/JIOT.2014.2374606,Automata,add
10.1109/JIOT.2014.2374606,Vehiclular ad hoc networks,add
10.1109/JIOT.2014.2374606,Cloud computing,del
10.1109/JIOT.2014.2374606,Bayes methods,add
10.1109/JIOT.2014.2361911,Smart grids,add
10.1109/JIOT.2014.2361911,Protocols,add
10.1109/JIOT.2014.2361911,Vehiclular ad hoc networks,del
10.1109/JIOT.2014.2366120,Road traffic,del
10.1109/JIOT.2014.2366120,Protocols,del
10.1109/JIOT.2014.2366120,Vehiclular ad hoc networks,del
10.1109/JIOT.2014.2366120,Service-oriented architecture,add
10.1109/JIOT.2014.2366120,Monitoring,add
10.1109/JIOT.2014.2366120,Intrusion detection,add
10.1109/JIOT.2014.2363834,Hybrid electric vehicles,add
10.1109/JIOT.2014.2363834,Vehiclular ad hoc networks,add
10.1109/JIOT.2014.2363834,Battery chargers,add
10.1109/JIOT.2014.2363834,Load modeling,add
10.1109/JIOT.2014.2363834,Electric vehicles,add
10.1109/JIOT.2014.2361016,Road traffic,add
10.1109/JIOT.2014.2361016,Cryptography,add
10.1109/JIOT.2014.2361016,Vehiclular ad hoc networks,del
10.1109/JIOT.2014.2361016,Intelligent vehicles,add
10.1109/JIOT.2014.2361016,Communication channels,del
10.1109/JIOT.2015.2394696,Intelligent sensors,add
10.1109/JIOT.2015.2394696,Medical services,del
10.1109/JIOT.2015.2394696,Medical devices,del
10.1109/JIOT.2015.2394696,Wireless communication,del
10.1109/JIOT.2015.2394696,Patient monitoring,add
10.1109/JIOT.2015.2394696,Wireless sensor networks,add
10.1109/JIOT.2015.2394696,Special issues and sections,del
10.1109/JIOT.2015.2394696,Biomedical monitoring,del
10.1109/JIOT.2014.2385891,Intelligent sensors,del
10.1109/JIOT.2014.2385891,Medical services,add
10.1109/JIOT.2014.2385891,Capacitors,del
10.1109/JIOT.2014.2385891,Medical devices,del
10.1109/JIOT.2014.2385891,Wireless communication,add
10.1109/JIOT.2014.2385891,Wireless sensor networks,del
10.1109/JIOT.2014.2385891,Load modeling,del
10.1109/JIOT.2014.2385891,Integrated circuit modeling,add
10.1109/JIOT.2014.2385891,Biomedical monitoring,del
10.1109/JIOT.2014.2367116,Intelligent sensors,add
10.1109/JIOT.2014.2367116,Medical services,add
10.1109/JIOT.2014.2367116,Geography,del
10.1109/JIOT.2014.2367116,Medical devices,del
10.1109/JIOT.2014.2367116,Routing,del
10.1109/JIOT.2014.2367116,Internet of Things,add
10.1109/JIOT.2014.2367116,Energy consumption,add
10.1109/JIOT.2014.2367116,Quality of service,add
10.1109/JIOT.2014.2367116,Routing protocols,del
10.1109/JIOT.2014.2367116,Wireless sensor networks,add
10.1109/JIOT.2014.2367116,Biomedical monitoring,del
10.1109/JIOT.2014.2377238,Intelligent sensors,del
10.1109/JIOT.2014.2377238,Medical services,add
10.1109/JIOT.2014.2377238,Medical devices,add
10.1109/JIOT.2014.2377238,Motion control,add
10.1109/JIOT.2014.2377238,Wireless communication,del
10.1109/JIOT.2014.2377238,Wireless sensor networks,del
10.1109/JIOT.2014.2377238,Accelerometers,add
10.1109/JIOT.2014.2377238,Biomedical monitoring,del
10.1109/JIOT.2015.2389335,Intelligent sensors,add
10.1109/JIOT.2015.2389335,Medical services,add
10.1109/JIOT.2015.2389335,Medical devices,add
10.1109/JIOT.2015.2389335,Wireless communication,del
10.1109/JIOT.2015.2389335,Internet of Things,add
10.1109/JIOT.2015.2389335,Support vector machines,del
10.1109/JIOT.2015.2389335,Biomedical monitoring,del
10.1109/JIOT.2015.2390075,Intelligent sensors,del
10.1109/JIOT.2015.2390075,Medical services,add
10.1109/JIOT.2015.2390075,Medical devices,add
10.1109/JIOT.2015.2390075,Internet of Things,del
10.1109/JIOT.2015.2390075,Wireless sensor networks,add
10.1109/JIOT.2015.2390075,Kinematics,del
10.1109/JIOT.2015.2390075,Special issues and sections,add
10.1109/JIOT.2015.2390075,Biomedical monitoring,del
10.1109/JIOT.2015.2391113,Intelligent sensors,del
10.1109/JIOT.2015.2391113,Medical services,del
10.1109/JIOT.2015.2391113,Medical devices,del
10.1109/JIOT.2015.2391113,Wireless communication,add
10.1109/JIOT.2015.2391113,Internet of Things,add
10.1109/JIOT.2015.2391113,Communication system security,add
10.1109/JIOT.2015.2391113,Wireless sensor networks,add
10.1109/JIOT.2015.2391113,Biomedical monitoring,del
10.1109/JIOT.2014.2378783,Intelligent sensors,add
10.1109/JIOT.2014.2378783,Medical services,del
10.1109/JIOT.2014.2378783,Medical devices,del
10.1109/JIOT.2014.2378783,Computer security,add
10.1109/JIOT.2014.2378783,Wireless sensors networks,add
10.1109/JIOT.2014.2378783,Wireless sensor networks,add
10.1109/JIOT.2014.2378783,Biomedical monitoring,del
10.1109/JIOT.2014.2360121,Medical services,del
10.1109/JIOT.2014.2360121,Medical devices,add
10.1109/JIOT.2014.2360121,Internet of Things,add
10.1109/JIOT.2014.2360121,Intelligent,add
10.1109/JIOT.2014.2360121,Computer security,del
10.1109/JIOT.2014.2360121,Elliptic curve cryptography,add
10.1109/JIOT.2014.2360121,Cryptography,add
10.1109/JIOT.2014.2360121,Radiofrequency identification,del
10.1109/JIOT.2014.2360121,Biomedical monitoring,del
10.1109/JIOT.2014.2364407,Intelligent sensors,del
10.1109/JIOT.2014.2364407,Context modeling,del
10.1109/JIOT.2014.2364407,Remote sensors,add
10.1109/JIOT.2014.2364407,Internet of Things,add
10.1109/JIOT.2014.2364407,Accelerometers,add
10.1109/JIOT.2014.2364407,Biomedical monitoring,del
10.1109/JIOT.2014.2366110,Wireless communication,del
10.1109/JIOT.2014.2366110,Algorithm design and analysis,add
10.1109/JIOT.2014.2366110,Internet of Things,del
10.1109/JIOT.2014.2366110,Routing protocols,del
10.1109/JIOT.2014.2366110,Wireless sensor networks,del
10.1109/JIOT.2015.2390775,Cognitive radio,add
10.1109/JIOT.2015.2390775,Internet of Things,del
10.1109/JIOT.2015.2390775,Media Access Protocol,add
10.1109/JIOT.2015.2390775,IEEE 802.15 Standards,del
10.1109/JIOT.2015.2394493,Wireless sensor networks,add
10.1109/JIOT.2015.2394493,Sensors,add
10.1109/JIOT.2015.2394493,Standards,add
10.1109/JIOT.2015.2394493,Joints,add
10.1109/JIOT.2015.2394493,Monitoring,del
10.1109/JIOT.2015.2394493,Goniometers,del
10.1109/JIOT.2015.2388581,Delays,del
10.1109/JIOT.2015.2388581,Reliability,del
10.1109/JIOT.2015.2388581,Routing protocols,del
10.1109/JIOT.2015.2388581,Security,add
10.1109/JIOT.2015.2388581,Vehicles,del
10.1109/JIOT.2015.2388581,Roads,del
10.1109/JIOT.2015.2388581,Routing,add
10.1109/JIOT.2014.2368356,Resource management,add
10.1109/JIOT.2014.2368356,Delays,del
10.1109/JIOT.2014.2368356,Internet of Things,del
10.1109/JIOT.2014.2368356,Cloud computing,add
10.1109/JIOT.2014.2368356,Computer architecture,del
10.1109/JIOT.2014.2368356,Vehicles,del
10.1109/JIOT.2014.2368356,Control systems,del
10.1109/JIOT.2014.2371056,Wireless sensor networks,del
10.1109/JIOT.2014.2371056,Intelligent sensors,add
10.1109/JIOT.2014.2371056,Internet of Things,add
10.1109/JIOT.2014.2371056,Relays,add
10.1109/JIOT.2014.2371056,Synchronization,add
10.1109/JIOT.2014.2371056,Schedules,del
10.1109/JIOT.2014.2377351,Algorithm design and analysis,del
10.1109/JIOT.2014.2377351,Hafnium,add
10.1109/JIOT.2014.2377351,Passive RFID tags,add
10.1109/JIOT.2014.2377351,Accuracy,del
10.1109/JIOT.2014.2385798,Wireless sensor networks,add
10.1109/JIOT.2014.2385798,Inductance,add
10.1109/JIOT.2014.2385798,Wireless communication,add
10.1109/JIOT.2014.2385798,Temperature sensors,add
10.1109/JIOT.2014.2385798,Resonant frequency,add
10.1109/JIOT.2014.2385798,Inductors,del
10.1109/JIOT.2015.2394438,Throughput,del
10.1109/JIOT.2015.2394438,Sensors,del
10.1109/JIOT.2015.2394438,Frequency division multiaccess,del
10.1109/JIOT.2015.2394438,Media Access Protocol,del
10.1109/JIOT.2015.2428951,Meetings,add
10.1109/JIOT.2015.2428951,Internet of things,del
10.1109/JIOT.2015.2428951,Special issues and sections,del
10.1109/JIOT.2014.2384207,Reliability,del
10.1109/JIOT.2014.2384207,Clocks,del
10.1109/JIOT.2014.2384207,Wireless communication,del
10.1109/JIOT.2014.2384207,Silicon,del
10.1109/JIOT.2014.2384207,Voltage measurement,del
10.1109/JIOT.2014.2384207,Prototypes,add
10.1109/JIOT.2014.2384207,Wireless sensor networks,del
10.1109/JIOT.2015.2409892,Mobile computing,del
10.1109/JIOT.2015.2409892,Topology,add
10.1109/JIOT.2015.2409892,Routing,del
10.1109/JIOT.2015.2409892,Routing protocols,add
10.1109/JIOT.2015.2409892,Internet of things,add
10.1109/JIOT.2014.2388074,Sensors,del
10.1109/JIOT.2014.2388074,Global Positioning System,del
10.1109/JIOT.2014.2388074,Energy consumption,del
10.1109/JIOT.2014.2388074,Algorithm design and analysis,del
10.1109/JIOT.2014.2388074,Mobile nodes,add
10.1109/JIOT.2014.2388074,Mobile handsets,del
10.1109/JIOT.2014.2388131,Switches,add
10.1109/JIOT.2014.2388131,Protocols,del
10.1109/JIOT.2014.2388131,Simple object access protocol,add
10.1109/JIOT.2014.2388131,Internet of Things,add
10.1109/JIOT.2014.2387155,Security,del
10.1109/JIOT.2014.2387155,Interoperability,del
10.1109/JIOT.2014.2387155,Proposals,add
10.1109/JIOT.2014.2387155,Computer architecture,add
10.1109/JIOT.2014.2387155,Internet of Things,add
10.1109/JIOT.2014.2384734,Sensors,add
10.1109/JIOT.2014.2384734,Search engines,del
10.1109/JIOT.2014.2384734,Social network services,del
10.1109/JIOT.2014.2384734,Internet of Things,del
10.1109/JIOT.2014.2384734,Scalability,del
10.1109/JIOT.2015.2412552,Data privacy,del
10.1109/JIOT.2015.2412552,Smart meters,add
10.1109/JIOT.2015.2412552,Cryptography,del
10.1109/JIOT.2015.2412552,Fault tolerant systems,add
10.1109/JIOT.2015.2412552,Smart grids,add
10.1109/JIOT.2015.2417528,Optical sensors,add
10.1109/JIOT.2015.2417528,CMOS integrated circuits,del
10.1109/JIOT.2015.2417528,Mobile handsets,del
10.1109/JIOT.2015.2417528,Databases,add
10.1109/JIOT.2015.2459291,Special issues and sections,add
10.1109/JIOT.2015.2459291,Internet of things,add
10.1109/JIOT.2015.2459291,Information analysis,del
10.1109/JIOT.2015.2420689,Prediction algorithms,del
10.1109/JIOT.2015.2420689,Algorithm design and analysis,del
10.1109/JIOT.2015.2420689,Accuracy,del
10.1109/JIOT.2015.2420689,Bagging,del
10.1109/JIOT.2015.2420689,Heuristic algorithms,add
10.1109/JIOT.2015.2397316,Event detection,del
10.1109/JIOT.2015.2397316,Delays,add
10.1109/JIOT.2015.2397316,Monitoring,add
10.1109/JIOT.2015.2397316,Intelligent sensors,del
10.1109/JIOT.2015.2397316,Adaptation models,add
10.1109/JIOT.2015.2397316,Internet of Things,add
10.1109/JIOT.2014.2387771,Quality assessment,del
10.1109/JIOT.2014.2387771,Radio frequency,del
10.1109/JIOT.2014.2387771,Servers,add
10.1109/JIOT.2014.2387771,Mobile computing,add
10.1109/JIOT.2014.2387883,Event detection,del
10.1109/JIOT.2014.2387883,Control systems,del
10.1109/JIOT.2014.2387883,Automata,add
10.1109/JIOT.2014.2387883,Computational modeling,add
10.1109/JIOT.2014.2387883,Educational institutions,del
10.1109/JIOT.2014.2387883,Internet of Things,del
10.1109/JIOT.2015.2388588,Roads,add
10.1109/JIOT.2015.2388588,Peer-to-peer computing,add
10.1109/JIOT.2015.2388588,Vehicles,add
10.1109/JIOT.2015.2388588,Relays,del
10.1109/JIOT.2015.2388588,Internet of Things,add
10.1109/JIOT.2014.2386326,Joining processes,add
10.1109/JIOT.2014.2386326,Servers,add
10.1109/JIOT.2014.2386326,Routing,del
10.1109/JIOT.2014.2386326,Time complexity,del
10.1109/JIOT.2014.2386326,Internet of Things,del
10.1109/JIOT.2014.2386326,Fault tolerant systems,del
10.1109/JIOT.2015.2404929,Context,add
10.1109/JIOT.2015.2404929,Legged locomotion,del
10.1109/JIOT.2015.2404929,Acceleration,del
10.1109/JIOT.2015.2404929,Feature extraction,del
10.1109/JIOT.2015.2404929,Vectors,add
10.1109/JIOT.2015.2404929,Sensors,add
10.1109/JIOT.2015.2411227,Band-pass filters,del
10.1109/JIOT.2015.2411227,Context,add
10.1109/JIOT.2015.2411227,Internet of things,del
10.1109/JIOT.2015.2411227,Vectors,del
10.1109/JIOT.2015.2411227,Information filters,add
10.1109/JIOT.2015.2477615,Crowdsensing,add
10.1109/JIOT.2015.2477615,Internet of things,add
10.1109/JIOT.2015.2477615,Special issues and sections,del
10.1109/JIOT.2015.2415035,Sensors,del
10.1109/JIOT.2015.2415035,Context,del
10.1109/JIOT.2015.2415035,Crowdsourcing,add
10.1109/JIOT.2015.2415035,Mobile nodes,add
10.1109/JIOT.2015.2409151,Heuristic algorithms,del
10.1109/JIOT.2015.2409151,Incentive schemes,del
10.1109/JIOT.2015.2409151,Temperature sensors,add
10.1109/JIOT.2015.2409151,Internet of things,add
10.1109/JIOT.2015.2409151,Taxonomy,del
10.1109/JIOT.2015.2409151,Recruitment,add
10.1109/JIOT.2015.2410425,Sensors,add
10.1109/JIOT.2015.2410425,Vectors,add
10.1109/JIOT.2015.2410425,Protocols,add
10.1109/JIOT.2015.2410425,Public key,add
10.1109/JIOT.2015.2410425,Servers,del
