10.1109/JIOT.2014.2302534,Bit rate,add
10.1109/JIOT.2014.2313459,Internet-of-Things (IoT),del
10.1109/JIOT.2014.2313459,Solid modeling,del
10.1109/JIOT.2014.2313459,Cloud computing,del
10.1109/JIOT.2014.2313459,Smart design,add
10.1109/JIOT.2014.2313459,Large-scale systems,add
10.1109/JIOT.2014.2313459,smart-factory,del
10.1109/JIOT.2014.2313459,Channel capacity,add
10.1109/JIOT.2014.2301819,Internet of Things (IoT),add
10.1109/JIOT.2014.2301819,green,add
10.1109/JIOT.2014.2301819,Energy efficiency,add
10.1109/JIOT.2014.2301819,Green products,del
10.1109/JIOT.2014.2301819,energy efficient,del
10.1109/JIOT.2014.2318835,Social network services,del
10.1109/JIOT.2014.2319296,Heating,add
10.1109/JIOT.2014.2319296,Wind speed,add
10.1109/JIOT.2014.2319296,Temperature sensors,add
10.1109/JIOT.2014.2320260,Boundary conditions,add
10.1109/JIOT.2014.2322331,Electrodes,del
10.1109/JIOT.2014.2322331,Headphones,del
10.1109/JIOT.2014.2322606,Carbon dioxide,del
10.1109/JIOT.2014.2323395,Cryptography,add
10.1109/JIOT.2014.2323395,Protocols,add
10.1109/JIOT.2014.2325071,Cloud computing,add
10.1109/JIOT.2014.2325071,Clouds,del
10.1109/JIOT.2014.2327587,Safety,del
10.1109/JIOT.2014.2327587,Vehicles,del
10.1109/JIOT.2014.2327587,Reliability,del
10.1109/JIOT.2014.2329189,Protocols,add
10.1109/JIOT.2014.2329462,Standards,del
10.1109/JIOT.2014.2332005,Organizations,add
10.1109/JIOT.2014.2332005,Servers,del
10.1109/JIOT.2014.2332005,Protocols,add
10.1109/JIOT.2014.2332005,Standards,del
10.1109/JIOT.2014.2334271,Servers,add
10.1109/JIOT.2014.2334271,Protocols,add
10.1109/JIOT.2014.2334271,Mobile communication,add
10.1109/JIOT.2014.2337018,Robustness,add
10.1109/JIOT.2014.2337336,Standards,add
10.1109/JIOT.2014.2337336,Vehicles,add
10.1109/JIOT.2014.2337886,Safety,del
10.1109/JIOT.2014.2337886,Clouds,add
10.1109/JIOT.2014.2337886,Smart phones,del
10.1109/JIOT.2014.2337886,Cloud computing,add
10.1109/JIOT.2014.2337886,Social network services,add
10.1109/JIOT.2014.2327587,Vehicles,del
10.1109/JIOT.2014.2327587,Safety,add
10.1109/JIOT.2014.2327587,Reliability,add
10.1109/JIOT.2014.2329189,Protocols,add
10.1109/JIOT.2014.2329462,Standards,add
10.1109/JIOT.2014.2332005,Organizations,del
10.1109/JIOT.2014.2332005,Protocols,del
10.1109/JIOT.2014.2332005,Servers,del
10.1109/JIOT.2014.2332005,Standards,add
10.1109/JIOT.2014.2334271,Mobile communication,del
10.1109/JIOT.2014.2334271,Protocols,add
10.1109/JIOT.2014.2334271,Servers,del
10.1109/JIOT.2014.2337018,Robustness,add
10.1109/JIOT.2014.2337336,Vehicles,add
10.1109/JIOT.2014.2337336,Standards,del
10.1109/JIOT.2014.2337886,Social network services,add
10.1109/JIOT.2014.2337886,Safety,del
10.1109/JIOT.2014.2337886,Smart phones,add
10.1109/JIOT.2014.2337886,Cloud computing,del
10.1109/JIOT.2014.2337886,Clouds,del
10.1109/JIOT.2014.2376631,Network architecture,add
10.1109/JIOT.2014.2354294,Road traffic,del
10.1109/JIOT.2014.2371897,Servers,del
10.1109/JIOT.2014.2374606,Road traffic,del
10.1109/JIOT.2014.2374606,Cloud computing,del
10.1109/JIOT.2014.2361911,Frequency control,add
10.1109/JIOT.2014.2361911,Protocols,add
10.1109/JIOT.2014.2366120,Road traffic,del
10.1109/JIOT.2014.2366120,Protocols,del
10.1109/JIOT.2014.2366120,Service-oriented architecture,add
10.1109/JIOT.2014.2363834,Battery chargers,add
10.1109/JIOT.2014.2363834,Electric vehicles,add
10.1109/JIOT.2014.2361016,Road traffic,add
10.1109/JIOT.2014.2361016,Cryptography,add
10.1109/JIOT.2014.2361016,Path planning,del
10.1109/JIOT.2015.2394696,Medical devices,del
10.1109/JIOT.2015.2394696,Patient monitoring,add
10.1109/JIOT.2014.2385891,Medical devices,del
10.1109/JIOT.2014.2385891,Integrated circuit modeling,add
10.1109/JIOT.2014.2367116,Medical devices,del
10.1109/JIOT.2014.2367116,Quality of service,add
10.1109/JIOT.2014.2377238,Medical devices,add
10.1109/JIOT.2014.2377238,Motion control,add
10.1109/JIOT.2015.2389335,Medical devices,add
10.1109/JIOT.2015.2389335,Support vector machines,del
10.1109/JIOT.2015.2390075,Medical devices,add
10.1109/JIOT.2015.2391113,Medical devices,del
10.1109/JIOT.2014.2378783,Body area networks,add
10.1109/JIOT.2014.2378783,Medical devices,del
10.1109/JIOT.2014.2378783,Computer security,add
10.1109/JIOT.2014.2378783,Wireless sensors networks,add
10.1109/JIOT.2014.2360121,Medical devices,add
10.1109/JIOT.2014.2360121,Computer security,del
10.1109/JIOT.2014.2360121,Cryptography,add
10.1109/JIOT.2014.2364407,Wearable computing,del
10.1109/JIOT.2014.2364407,Context modeling,del
10.1109/JIOT.2014.2366110,Body area networks,add
10.1109/JIOT.2014.2366110,Energy efficiency,add
10.1109/JIOT.2015.2390775,Modulation,del
10.1109/JIOT.2015.2390775,Cognitive radio,add
10.1109/JIOT.2015.2390775,Machine-to-machine communications,add
10.1109/JIOT.2015.2394493,Standards,add
10.1109/JIOT.2015.2394493,Medical treatment,add
10.1109/JIOT.2015.2388581,Reliability,del
10.1109/JIOT.2015.2388581,Vehicles,del
10.1109/JIOT.2014.2368356,Cloud computing,add
10.1109/JIOT.2014.2368356,Vehicles,del
10.1109/JIOT.2014.2377351,Accuracy,del
10.1109/JIOT.2014.2385798,Inductance,add
10.1109/JIOT.2014.2385798,Temperature sensors,add
10.1109/JIOT.2015.2394438,Frequency division multiaccess,del
10.1109/JIOT.2015.2428951,Internet of things,del
10.1109/JIOT.2014.2384207,Reliability,del
10.1109/JIOT.2014.2384207,Voltage measurement,del
10.1109/JIOT.2015.2409892,Mobile computing,del
10.1109/JIOT.2015.2409892,Ad hoc networks,add
10.1109/JIOT.2015.2409892,Internet of things,add
10.1109/JIOT.2014.2388074,Mobile nodes,add
10.1109/JIOT.2014.2388131,Protocols,del
10.1109/JIOT.2014.2384734,Analytical models,del
10.1109/JIOT.2014.2384734,Social network services,del
10.1109/JIOT.2015.2412552,Smart meters,add
10.1109/JIOT.2015.2412552,Cryptography,del
10.1109/JIOT.2015.2417528,Packaging,add
10.1109/JIOT.2015.2417528,Databases,add
10.1109/JIOT.2015.2459291,Internet of things,add
10.1109/JIOT.2015.2459291,Data management,del
10.1109/JIOT.2015.2420689,Accuracy,del
10.1109/JIOT.2015.2420689,Heuristic algorithms,add
10.1109/JIOT.2015.2397316,Event detection,del
10.1109/JIOT.2015.2397316,Adaptation models,add
10.1109/JIOT.2014.2387771,Mobile communication,del
10.1109/JIOT.2014.2387771,Servers,add
10.1109/JIOT.2014.2387771,Testing,add
10.1109/JIOT.2014.2387771,Mobile computing,add
10.1109/JIOT.2014.2387883,Event detection,del
10.1109/JIOT.2014.2387883,Computational modeling,add
10.1109/JIOT.2014.2387883,Educational institutions,del
10.1109/JIOT.2015.2388588,Vehicles,add
10.1109/JIOT.2014.2386326,Joining processes,add
10.1109/JIOT.2014.2386326,Servers,add
10.1109/JIOT.2015.2404929,Legged locomotion,del
10.1109/JIOT.2015.2404929,Feature extraction,del
10.1109/JIOT.2015.2404929,Vectors,add
10.1109/JIOT.2015.2411227,Data mining,del
10.1109/JIOT.2015.2411227,Internet of things,del
10.1109/JIOT.2015.2411227,Vectors,del
10.1109/JIOT.2015.2477615,Crowdsensing,add
10.1109/JIOT.2015.2477615,Internet of things,add
10.1109/JIOT.2015.2477615,Mobile communication,del
10.1109/JIOT.2015.2415035,Mobile nodes,add
10.1109/JIOT.2015.2409151,Heuristic algorithms,del
10.1109/JIOT.2015.2409151,Temperature sensors,add
10.1109/JIOT.2015.2409151,Internet of things,add
10.1109/JIOT.2015.2410425,Vectors,add
10.1109/JIOT.2015.2410425,Protocols,add
10.1109/JIOT.2015.2410425,Servers,del
10.1109/JIOT.2015.2415522,Smart phones,add
10.1109/JIOT.2015.2415522,Mobile computing,del
10.1109/JIOT.2015.2415522,Decision trees,add
10.1109/JIOT.2015.2415522,Mobile communication,add
10.1109/JIOT.2015.2408115,Protocols,add
10.1109/JIOT.2015.2408115,Internet of things,add
10.1109/JIOT.2015.2419740,Protocols,del
10.1109/JIOT.2015.2419740,Web services,del
10.1109/JIOT.2015.2419740,Servers,del
10.1109/JIOT.2015.2425431,Green products,del
10.1109/JIOT.2015.2425431,Energy harvesting,add
10.1109/JIOT.2015.2425431,Protocols,del
10.1109/JIOT.2015.2435655,Quality of service,add
10.1109/JIOT.2015.2435655,Internet of things,del
10.1109/JIOT.2015.2435655,Radio access networks,del
10.1109/JIOT.2015.2435655,Analytical models,del
10.1109/JIOT.2015.2457940,Protocols,add
10.1109/JIOT.2015.2457940,Internet of things,del
10.1109/JIOT.2015.2457940,Standards,add
10.1109/JIOT.2015.2477467,Protocols,del
10.1109/JIOT.2015.2477467,Internet of things,add
10.1109/JIOT.2015.2477467,Servers,add
10.1109/JIOT.2015.2476915,Protocols,del
10.1109/JIOT.2015.2476915,Reliability,add
10.1109/JIOT.2015.2476915,Standards,add
10.1109/JIOT.2015.2428307,Internet of things,add
10.1109/JIOT.2015.2408451,Smart phones,del
10.1109/JIOT.2015.2408451,Microphones,del
10.1109/JIOT.2015.2419632,Protocols,add
10.1109/JIOT.2015.2417684,Hospitals,add
10.1109/JIOT.2015.2413397,Resistance heating,add
10.1109/JIOT.2015.2413397,Energy efficiency,del
10.1109/JIOT.2015.2433938,Internet of things,add
10.1109/JIOT.2015.2433938,Bridges,add
10.1109/JIOT.2015.2433938,Bluetooth,del
10.1109/JIOT.2015.2423286,Databases,add
10.1109/JIOT.2015.2423286,Smart phones,add
10.1109/JIOT.2015.2423286,Internet of things,add
10.1109/JIOT.2015.2441031,Warranties,add
10.1109/JIOT.2015.2441031,Internet of things,del
10.1109/JIOT.2015.2441031,Computational modeling,del
10.1109/JIOT.2015.2441031,Mobile communication,del
10.1109/JIOT.2015.2453419,Databases,add
10.1109/JIOT.2015.2453419,Internet of things,del
10.1109/JIOT.2015.2453419,Wireless LAN,add
10.1109/JIOT.2015.2453419,Accuracy,add
10.1109/JIOT.2015.2475639,Protocols,add
10.1109/JIOT.2015.2451997,Robustness,del
10.1109/JIOT.2015.2451997,GSM,add
10.1109/JIOT.2015.2451997,Noise measurement,del
10.1109/JIOT.2015.2451997,Mobile communication,add
10.1109/JIOT.2015.2434211,Protocols,add
10.1109/JIOT.2015.2434211,Internet of things,del
10.1109/JIOT.2016.2516838,Communication networks,add
10.1109/JIOT.2015.2439045,Optical transmitters,del
10.1109/JIOT.2015.2439045,Excitons,add
10.1109/JIOT.2015.2439045,Receivers,del
10.1109/JIOT.2015.2440176,Nanosensors,add
10.1109/JIOT.2015.2440176,Energy harvesting,add
10.1109/JIOT.2015.2440176,Internet of things,del
10.1109/JIOT.2015.2438098,Neurons,del
10.1109/JIOT.2015.2472555,Nanosensors,del
10.1109/JIOT.2015.2472555,Receivers,del
10.1109/JIOT.2015.2472291,Neurons,add
10.1109/JIOT.2015.2463685,Attenuation,add
10.1109/JIOT.2015.2463685,Permittivity,add
10.1109/JIOT.2015.2498900,Middleware,del
10.1109/JIOT.2015.2498900,Internet of things,add
10.1109/JIOT.2015.2442956,Smart buildings,add
10.1109/JIOT.2015.2442956,Internet of things,del
10.1109/JIOT.2015.2442956,Protocols,add
10.1109/JIOT.2015.2462030,Internet of things,add
10.1109/JIOT.2015.2451220,Stability analysis,add
10.1109/JIOT.2015.2451220,Internet of things,add
10.1109/JIOT.2015.2471260,Temperature sensors,del
10.1109/JIOT.2015.2471260,Internet of things,del
10.1109/JIOT.2015.2471260,Protocols,add
10.1109/JIOT.2015.2483750,Poles and towers,add
10.1109/JIOT.2015.2471105,Predictive models,add
10.1109/JIOT.2015.2471105,Quality of service,add
10.1109/JIOT.2015.2471105,Mobile communication,add
10.1109/JIOT.2015.2459049,Cryptography,del
10.1109/JIOT.2015.2469605,Internet of things,del
10.1109/JIOT.2015.2469605,Indexes,del
10.1109/JIOT.2015.2496259,Internet of things,add
10.1109/JIOT.2015.2496259,Polynomials,add
10.1109/JIOT.2015.2490544,Internet of things,add
10.1109/JIOT.2015.2506258,Internet of things,add
10.1109/JIOT.2015.2506258,Social network services,del
10.1109/JIOT.2015.2506258,Middleware,del
10.1109/JIOT.2015.2506258,Bluetooth,add
10.1109/JIOT.2015.2506258,Art,add
10.1109/JIOT.2016.2554738,Data analysis,add
10.1109/JIOT.2016.2554738,Energy efficiency,del
10.1109/JIOT.2016.2554738,Cyber-physical systems,del
10.1109/JIOT.2016.2554738,Embedded systems,add
10.1109/JIOT.2016.2554738,Cloud computing,add
10.1109/JIOT.2015.2502182,Data integration,add
10.1109/JIOT.2015.2502182,Protocols,add
10.1109/JIOT.2015.2502182,Cloud computing,add
10.1109/JIOT.2015.2460333,Servers,del
10.1109/JIOT.2015.2460333,Internet of things,add
10.1109/JIOT.2015.2460333,Clouds,del
10.1109/JIOT.2015.2460333,Cloud computing,del
10.1109/JIOT.2015.2455555,Clouds,add
10.1109/JIOT.2015.2455555,Cloud computing,add
10.1109/JIOT.2016.2519502,Databases,add
10.1109/JIOT.2016.2519502,Cameras,add
10.1109/JIOT.2016.2519502,Mobile communication,add
10.1109/JIOT.2016.2519502,Cloud computing,add
10.1109/JIOT.2016.2554739,Cellular networks,add
10.1109/JIOT.2016.2554739,4G mobile communication,del
10.1109/JIOT.2015.2496626,Downlink,add
10.1109/JIOT.2015.2496626,Internet of things,del
10.1109/JIOT.2015.2497263,Protocols,del
10.1109/JIOT.2015.2497263,Microprocessors,del
10.1109/JIOT.2015.2497263,Cloud computing,del
10.1109/JIOT.2015.2497230,Markov processes,del
10.1109/JIOT.2015.2497230,Downlink,add
10.1109/JIOT.2015.2496161,Quality of service,del
10.1109/JIOT.2016.2557240,Quality of service,add
10.1109/JIOT.2016.2557240,Downlink,add
10.1109/JIOT.2016.2557240,Scheduling algorithms,add
10.1109/JIOT.2016.2557240,Internet of things,add
10.1109/JIOT.2015.2494002,Ad hoc networks,del
10.1109/JIOT.2015.2494002,Relay networks (telecommunications),add
10.1109/JIOT.2015.2493370,Analytical models,del
10.1109/JIOT.2015.2493370,Internet of things,del
10.1109/JIOT.2015.2493370,Markov processes,del
10.1109/JIOT.2015.2493370,Downlink,add
10.1109/JIOT.2016.2527022,Internet of things,del
10.1109/JIOT.2015.2495321,Servers,del
10.1109/JIOT.2015.2495321,Protocols,del
10.1109/JIOT.2015.2497311,Automatic repeat request,del
10.1109/JIOT.2015.2497311,Reliability,add
10.1109/JIOT.2015.2497311,Servers,del
10.1109/JIOT.2015.2497712,Quality of service,add
10.1109/JIOT.2015.2497712,Microprocessors,del
10.1109/JIOT.2016.2591766,Large-scale systems,del
10.1109/JIOT.2016.2591766,Internet of things,del
10.1109/JIOT.2015.2493082,Protocols,add
10.1109/JIOT.2015.2493082,Internetworking,del
10.1109/JIOT.2015.2480421,Protocols,del
10.1109/JIOT.2015.2480421,Internet of things,del
10.1109/JIOT.2015.2480421,Handover,add
10.1109/JIOT.2015.2512325,Resistance heating,add
10.1109/JIOT.2015.2512325,Smart meters,del
10.1109/JIOT.2015.2478840,Modulation,del
10.1109/JIOT.2015.2478840,Transmitters,add
10.1109/JIOT.2015.2478840,Receivers,add
10.1109/JIOT.2015.2497089,Optical network units,add
10.1109/JIOT.2015.2464333,Protocols,add
10.1109/JIOT.2015.2464333,Internet of things,del
10.1109/JIOT.2016.2517405,Protocols,del
10.1109/JIOT.2016.2517405,Event detection,del
10.1109/JIOT.2016.2517405,Energy efficiency,add
10.1109/JIOT.2016.2517405,Reliability,add
10.1109/JIOT.2015.2482363,Protocols,del
10.1109/JIOT.2015.2482363,Heuristic algorithms,add
10.1109/JIOT.2015.2482363,Data collection,del
10.1109/JIOT.2015.2490162,Internet of things,del
10.1109/JIOT.2015.2490162,Data collection,add
10.1109/JIOT.2015.2490162,Mobile communication,add
10.1109/JIOT.2016.2572729,Protocols,add
10.1109/JIOT.2016.2572729,Business,del
10.1109/JIOT.2016.2572729,Internet of things,add
10.1109/JIOT.2016.2572729,Object tracking,add
10.1109/JIOT.2015.2452960,Internet of things,del
10.1109/JIOT.2015.2452960,Heuristic algorithms,del
10.1109/JIOT.2015.2481926,Databases,del
10.1109/JIOT.2015.2481926,Internet of things,del
10.1109/JIOT.2015.2481926,Servers,del
10.1109/JIOT.2015.2481926,Poles and towers,del
10.1109/JIOT.2015.2504487,Internet of things,add
10.1109/JIOT.2015.2504487,Heuristic algorithms,add
10.1109/JIOT.2015.2451138,Internet of things,del
10.1109/JIOT.2015.2451138,Mobile communication,del
10.1109/JIOT.2015.2495229,Internet of things,add
10.1109/JIOT.2015.2495229,Accuracy,del
10.1109/JIOT.2015.2495229,Mobile communication,del
10.1109/JIOT.2015.2452964,Uniform resource locators,del
10.1109/JIOT.2015.2452964,Internet of things,add
10.1109/JIOT.2015.2452964,Data mining,add
10.1109/JIOT.2015.2452964,Web pages,add
10.1109/JIOT.2015.2477039,Internet of things,del
10.1109/JIOT.2015.2477039,Minimization,add
10.1109/JIOT.2015.2477039,Logic gates,add
10.1109/JIOT.2015.2478435,Quality of service,del
10.1109/JIOT.2015.2483023,Registers,del
10.1109/JIOT.2015.2483023,Internet of things,del
10.1109/JIOT.2015.2483023,Servers,del
10.1109/JIOT.2015.2483023,Service-oriented architecture,del
10.1109/JIOT.2016.2579198,Cloud computing,del
10.1109/JIOT.2016.2579198,Internet of things,del
10.1109/JIOT.2016.2521170,Protocols,add
10.1109/JIOT.2016.2521170,Internet of things,del
10.1109/JIOT.2015.2480070,Estimation error,add
10.1109/JIOT.2015.2480070,Internet of things,del
10.1109/JIOT.2015.2496418,Reliability,del
10.1109/JIOT.2015.2496418,Standards,add
10.1109/JIOT.2015.2496418,Protocols,del
10.1109/JIOT.2015.2496418,Internet of things,del
10.1109/JIOT.2016.2535163,Quality of service,add
10.1109/JIOT.2016.2535163,Internet of things,add
10.1109/JIOT.2015.2503270,Complex networks,add
10.1109/JIOT.2015.2510504,Companies,del
10.1109/JIOT.2015.2510504,Logic gates,del
10.1109/JIOT.2015.2505901,Random access memory,del
10.1109/JIOT.2015.2505901,Standards,add
10.1109/JIOT.2015.2505901,Internet of things,del
10.1109/JIOT.2016.2554146,Vehicles,add
10.1109/JIOT.2016.2554146,Mobile communication,del
10.1109/JIOT.2016.2554146,Information systems,add
10.1109/JIOT.2016.2554146,Internet of things,del
10.1109/JIOT.2015.2512282,Mobile communication,add
10.1109/JIOT.2015.2512282,Servers,del
10.1109/JIOT.2016.2555762,Noise measurement,del
10.1109/JIOT.2016.2555762,Modulation,add
10.1109/JIOT.2016.2555762,Internet of things,add
10.1109/JIOT.2015.2504622,Cameras,add
10.1109/JIOT.2015.2504622,Visualization,add
10.1109/JIOT.2015.2504622,Feature extraction,add
10.1109/JIOT.2015.2502486,Lifting equipment,del
10.1109/JIOT.2015.2502486,Headphones,del
10.1109/JIOT.2015.2502486,Modulation,add
10.1109/JIOT.2016.2560123,Internet of things,add
10.1109/JIOT.2016.2560123,Data visualization,add
10.1109/JIOT.2015.2511805,Portable computers,del
10.1109/JIOT.2015.2511805,Legged locomotion,add
10.1109/JIOT.2015.2511805,Classification algorithms,add
10.1109/JIOT.2015.2511805,Internet of things,add
10.1109/JIOT.2016.2537148,Middleware,add
10.1109/JIOT.2016.2516102,Protocols,del
10.1109/JIOT.2016.2516102,Internet of things,del
10.1109/JIOT.2015.2509259,Downlink,del
10.1109/JIOT.2015.2509259,Modulation,del
10.1109/JIOT.2015.2509259,5G mobile communication,add
10.1109/JIOT.2016.2560768,Data collection,add
10.1109/JIOT.2016.2560768,Mobile communication,del
10.1109/JIOT.2016.2560768,Internet of things,add
10.1109/JIOT.2016.2584538,Cloud computing,del
10.1109/JIOT.2016.2584538,Internet of things,add
10.1109/JIOT.2016.2533541,Machine-to-machine communications,add
10.1109/JIOT.2016.2533541,Radio access networks,del
10.1109/JIOT.2016.2533541,Telecommunication traffic,add
10.1109/JIOT.2016.2533541,Internet of things,del
10.1109/JIOT.2016.2533541,Downlink,del
10.1109/JIOT.2016.2600569,Mobile communication,add
10.1109/JIOT.2016.2600569,Mobile computing,del
10.1109/JIOT.2016.2600569,Internet of things,add
10.1109/JIOT.2016.2612119,Machine-to-machine communications,del
10.1109/JIOT.2016.2612119,Internet of things,del
10.1109/JIOT.2016.2612119,Cameras,add
10.1109/JIOT.2016.2517120,Energy efficiency,del
10.1109/JIOT.2016.2517120,Servers,del
10.1109/JIOT.2016.2518925,Machine-to-machine communications,add
10.1109/JIOT.2016.2518925,Internet of things,add
10.1109/JIOT.2016.2530682,Energy efficiency,add
10.1109/JIOT.2016.2533398,Phase shift keying,del
10.1109/JIOT.2016.2535165,Tagging,del
10.1109/JIOT.2016.2535165,Machine-to-machine communications,add
10.1109/JIOT.2016.2535165,Distance measurement,del
10.1109/JIOT.2016.2535165,Servers,del
10.1109/JIOT.2016.2535165,Heating,del
10.1109/JIOT.2016.2535165,Internet of things,add
10.1109/JIOT.2016.2539363,Voltage measurement,del
10.1109/JIOT.2016.2542242,Receiving antennas,add
10.1109/JIOT.2016.2542242,Array signal processing,del
10.1109/JIOT.2016.2611605,Ad hoc networks,add
10.1109/JIOT.2016.2611605,Internet of things,del
10.1109/JIOT.2016.2545926,Safety,del
10.1109/JIOT.2016.2545926,Computer security,del
10.1109/JIOT.2016.2545926,Internet of things,add
10.1109/JIOT.2016.2546307,Solid modeling,add
10.1109/JIOT.2016.2546307,Internet of things,del
10.1109/JIOT.2016.2547994,Internet of things,add
10.1109/JIOT.2016.2548659,Middleware,del
10.1109/JIOT.2016.2548659,Complexity theory,add
10.1109/JIOT.2016.2548659,Internet of things,add
10.1109/JIOT.2016.2549046,Mobile communication,add
10.1109/JIOT.2016.2549046,Internet of things,del
10.1109/JIOT.2016.2550561,Quality of service,add
10.1109/JIOT.2016.2550561,Cloud computing,del
10.1109/JIOT.2016.2550561,Logic gates,del
10.1109/JIOT.2016.2550561,Internet of things,add
10.1109/JIOT.2016.2552381,Robot kinematics,del
10.1109/JIOT.2016.2552381,Distributed algorithms,del
10.1109/JIOT.2016.2552381,Internet of things,add
10.1109/JIOT.2016.2553080,Internet of things,add
10.1109/JIOT.2016.2557459,Cloud computing,add
10.1109/JIOT.2016.2557459,Smart phones,del
10.1109/JIOT.2016.2558659,Antennas,del
10.1109/JIOT.2016.2558659,Databases,add
10.1109/JIOT.2016.2558659,Internet of things,add
10.1109/JIOT.2016.2561962,Feature extraction,add
10.1109/JIOT.2016.2561962,Mobile communication,del
10.1109/JIOT.2016.2561962,Internet of things,add
10.1109/JIOT.2016.2562140,Cognitive radio,del
10.1109/JIOT.2016.2562140,Machine-to-machine communications,del
10.1109/JIOT.2016.2562140,Databases,add
10.1109/JIOT.2016.2562140,Internet of things,del
10.1109/JIOT.2016.2562140,Analog TV,del
10.1109/JIOT.2016.2564428,Event detection,del
10.1109/JIOT.2016.2564428,Integrated circuit modeling,del
10.1109/JIOT.2016.2564428,Smart phones,del
10.1109/JIOT.2016.2564428,Adaptation models,del
10.1109/JIOT.2016.2564428,Internet of things,del
10.1109/JIOT.2016.2564678,Power system faults,del
10.1109/JIOT.2016.2564678,Internet of things,add
10.1109/JIOT.2016.2565516,Cloud computing,del
10.1109/JIOT.2016.2565516,Mobile communication,del
10.1109/JIOT.2016.2565516,Servers,del
10.1109/JIOT.2016.2565516,Internet of things,add
10.1109/JIOT.2016.2570220,Internet of things,del
10.1109/JIOT.2016.2572638,Mobile communication,del
10.1109/JIOT.2016.2572638,Entropy,add
10.1109/JIOT.2016.2572638,Humanoid robots,del
10.1109/JIOT.2016.2572638,Mobile computing,del
10.1109/JIOT.2016.2573679,Energy harvesting,del
10.1109/JIOT.2016.2573679,Scheduling algorithms,del
10.1109/JIOT.2016.2576479,Cyber-physical systems,add
10.1109/JIOT.2016.2576479,Multimedia communication,del
10.1109/JIOT.2016.2576479,Internet of things,add
10.1109/JIOT.2016.2576923,Oscillators,del
10.1109/JIOT.2016.2577889,Internet of things,add
10.1109/JIOT.2016.2582540,Servers,add
10.1109/JIOT.2016.2582540,Communication networks,add
10.1109/JIOT.2016.2582540,Logic gates,add
10.1109/JIOT.2016.2582540,Internet of things,del
10.1109/JIOT.2016.2582723,Smart buildings,add
10.1109/JIOT.2016.2582723,Legged locomotion,del
10.1109/JIOT.2016.2582723,Internet of things,add
10.1109/JIOT.2016.2587102,Mobile communication,del
10.1109/JIOT.2016.2587102,Internet of things,del
10.1109/JIOT.2016.2587380,Publish-subscribe,add
10.1109/JIOT.2016.2587380,Resource description framework,del
10.1109/JIOT.2016.2587380,Internet of things,add
10.1109/JIOT.2016.2587823,Mobile communication,del
10.1109/JIOT.2016.2587823,Servers,del
10.1109/JIOT.2016.2587823,Logic gates,del
10.1109/JIOT.2016.2587823,Internet of things,del
10.1109/JIOT.2016.2589928,Antennas,add
10.1109/JIOT.2016.2589928,Micromechanical devices,del
10.1109/JIOT.2016.2589928,Internet of things,add
10.1109/JIOT.2016.2593438,Internet of things,del
