10.1109/JIOT.2014.2318793,IEEE publishing,add
10.1109/JIOT.2014.2318835,Wireless sensor networks,del
10.1109/JIOT.2014.2319296,Wind speed,add
10.1109/JIOT.2014.2319296,Temperature measurement,add
10.1109/JIOT.2014.2319296,Thermal analysis,add
10.1109/JIOT.2014.2319296,Micromachining,del
10.1109/JIOT.2014.2320260,Greedy algorithms,add
10.1109/JIOT.2014.2320260,Internet,del
10.1109/JIOT.2014.2320260,Measurement,del
10.1109/JIOT.2014.2320260,Boundary conditions,add
10.1109/JIOT.2014.2320260,Global Positioning System,del
10.1109/JIOT.2014.2320260,Routing protocols,add
10.1109/JIOT.2014.2320260,Three-dimensional displays,add
10.1109/JIOT.2014.2322331,Sensors,del
10.1109/JIOT.2014.2322331,Headphones,del
10.1109/JIOT.2014.2322331,Wireless sensor networks,add
10.1109/JIOT.2014.2322331,Electroencephalography,add
10.1109/JIOT.2014.2322606,Power demand,add
10.1109/JIOT.2014.2322606,Distributed processing,add
10.1109/JIOT.2014.2322606,Electricity,del
10.1109/JIOT.2014.2322606,Internet of Things,add
10.1109/JIOT.2014.2322606,Energy management,del
10.1109/JIOT.2014.2323395,IP networks,add
10.1109/JIOT.2014.2323395,Internet,del
10.1109/JIOT.2014.2323395,Materials,add
10.1109/JIOT.2014.2323395,Authentication,del
10.1109/JIOT.2014.2323395,Protocols,add
10.1109/JIOT.2014.2325071,Cloud computing,add
10.1109/JIOT.2014.2327587,Wireless sensor networks,del
10.1109/JIOT.2014.2327587,Vehicles,del
10.1109/JIOT.2014.2329189,Data communication,del
10.1109/JIOT.2014.2329189,Protocols,add
10.1109/JIOT.2014.2329189,Data acquisition,add
10.1109/JIOT.2014.2329462,Wireless sensor networks,del
10.1109/JIOT.2014.2329462,Standards,del
10.1109/JIOT.2014.2332005,Organizations,add
10.1109/JIOT.2014.2332005,Payloads,del
10.1109/JIOT.2014.2332005,Servers,del
10.1109/JIOT.2014.2332005,Protocols,add
10.1109/JIOT.2014.2332005,Standards,del
10.1109/JIOT.2014.2332005,Subscriptions,add
10.1109/JIOT.2014.2332005,Internet of Things,add
10.1109/JIOT.2014.2334271,Servers,add
10.1109/JIOT.2014.2334271,Protocols,add
10.1109/JIOT.2014.2334271,Mobile handsets,add
10.1109/JIOT.2014.2334271,Sensors,del
10.1109/JIOT.2014.2334271,Mobile communication,add
10.1109/JIOT.2014.2337018,Game theory,del
10.1109/JIOT.2014.2337018,Network topology,del
10.1109/JIOT.2014.2337018,Games,add
10.1109/JIOT.2014.2337018,Robustness,add
10.1109/JIOT.2014.2337018,Internet of Things,add
10.1109/JIOT.2014.2337336,Industries,add
10.1109/JIOT.2014.2337336,Standards,add
10.1109/JIOT.2014.2337336,Sensors,add
10.1109/JIOT.2014.2337336,Vehicles,add
10.1109/JIOT.2014.2337886,Cloud computing,add
10.1109/JIOT.2014.2327587,Vehicles,del
10.1109/JIOT.2014.2327587,Wireless sensor networks,add
10.1109/JIOT.2014.2329189,Data communication,add
10.1109/JIOT.2014.2329189,Data acquisition,add
10.1109/JIOT.2014.2329189,Protocols,add
10.1109/JIOT.2014.2329462,Wireless sensor networks,add
10.1109/JIOT.2014.2329462,Standards,add
10.1109/JIOT.2014.2332005,Payloads,add
10.1109/JIOT.2014.2332005,Internet of Things,add
10.1109/JIOT.2014.2332005,Organizations,del
10.1109/JIOT.2014.2332005,Protocols,del
10.1109/JIOT.2014.2332005,Servers,del
10.1109/JIOT.2014.2332005,Standards,add
10.1109/JIOT.2014.2332005,Subscriptions,add
10.1109/JIOT.2014.2334271,Sensors,del
10.1109/JIOT.2014.2334271,Mobile handsets,add
10.1109/JIOT.2014.2334271,Mobile communication,del
10.1109/JIOT.2014.2334271,Protocols,add
10.1109/JIOT.2014.2334271,Servers,del
10.1109/JIOT.2014.2337018,Network topology,add
10.1109/JIOT.2014.2337018,Robustness,add
10.1109/JIOT.2014.2337018,Internet of Things,add
10.1109/JIOT.2014.2337018,Game theory,add
10.1109/JIOT.2014.2337018,Games,add
10.1109/JIOT.2014.2337336,Vehicles,add
10.1109/JIOT.2014.2337336,Sensors,del
10.1109/JIOT.2014.2337336,Industries,add
10.1109/JIOT.2014.2337336,Standards,del
10.1109/JIOT.2014.2337886,Cloud computing,del
10.1109/JIOT.2014.2376631,Internet of Things,del
10.1109/JIOT.2014.2376631,Network architecture,add
10.1109/JIOT.2014.2376631,Intelligent structures,add
10.1109/JIOT.2014.2376631,Special issues and sections,add
10.1109/JIOT.2014.2354294,Sensors,add
10.1109/JIOT.2014.2354294,Internet,add
10.1109/JIOT.2014.2354294,Routing,add
10.1109/JIOT.2014.2354294,Intelligent structures,add
10.1109/JIOT.2014.2371897,Servers,del
10.1109/JIOT.2014.2374606,Cloud computing,del
10.1109/JIOT.2014.2374606,Bayes methods,add
10.1109/JIOT.2014.2361911,Protocols,add
10.1109/JIOT.2014.2366120,Protocols,del
10.1109/JIOT.2014.2366120,Service-oriented architecture,add
10.1109/JIOT.2014.2363834,Hybrid electric vehicles,add
10.1109/JIOT.2014.2363834,Sustainable development,del
10.1109/JIOT.2014.2363834,Battery chargers,add
10.1109/JIOT.2014.2363834,Load modeling,add
10.1109/JIOT.2015.2394696,Medical devices,del
10.1109/JIOT.2015.2394696,Patient monitoring,add
10.1109/JIOT.2015.2394696,Wireless sensor networks,add
10.1109/JIOT.2015.2394696,Special issues and sections,del
10.1109/JIOT.2014.2385891,Capacitors,del
10.1109/JIOT.2014.2385891,Medical devices,del
10.1109/JIOT.2014.2385891,Wireless sensor networks,del
10.1109/JIOT.2014.2385891,Load modeling,del
10.1109/JIOT.2014.2385891,Integrated circuit modeling,add
10.1109/JIOT.2014.2367116,Medical devices,del
10.1109/JIOT.2014.2367116,Routing,del
10.1109/JIOT.2014.2367116,Internet of Things,add
10.1109/JIOT.2014.2367116,Quality of service,add
10.1109/JIOT.2014.2367116,Routing protocols,del
10.1109/JIOT.2014.2367116,Wireless sensor networks,add
10.1109/JIOT.2014.2377238,Medical devices,add
10.1109/JIOT.2014.2377238,Wireless sensor networks,del
10.1109/JIOT.2015.2389335,Medical devices,add
10.1109/JIOT.2015.2389335,Internet of Things,add
10.1109/JIOT.2015.2390075,Medical devices,add
10.1109/JIOT.2015.2390075,Internet of Things,del
10.1109/JIOT.2015.2390075,Wireless sensor networks,add
10.1109/JIOT.2015.2390075,Special issues and sections,add
10.1109/JIOT.2015.2391113,Medical devices,del
10.1109/JIOT.2015.2391113,Internet of Things,add
10.1109/JIOT.2015.2391113,Wireless sensor networks,add
10.1109/JIOT.2015.2391113,Authentication,add
10.1109/JIOT.2014.2378783,Privacy,del
10.1109/JIOT.2014.2378783,Medical devices,del
10.1109/JIOT.2014.2378783,Wireless sensors networks,add
10.1109/JIOT.2014.2378783,Wireless sensor networks,add
10.1109/JIOT.2014.2360121,Medical devices,add
10.1109/JIOT.2014.2360121,Internet of Things,add
10.1109/JIOT.2014.2360121,Authentication,add
10.1109/JIOT.2014.2360121,Elliptic curve cryptography,add
10.1109/JIOT.2014.2364407,Wearable computing,del
10.1109/JIOT.2014.2364407,Internet of Things,add
10.1109/JIOT.2014.2366110,Algorithm design and analysis,add
10.1109/JIOT.2014.2366110,Internet of Things,del
10.1109/JIOT.2014.2366110,Routing protocols,del
10.1109/JIOT.2014.2366110,Wireless sensor networks,del
10.1109/JIOT.2014.2366110,Energy efficiency,add
10.1109/JIOT.2015.2390775,Cognitive radio,add
10.1109/JIOT.2015.2390775,Internet of Things,del
10.1109/JIOT.2015.2390775,IEEE 802.15 Standards,del
10.1109/JIOT.2015.2394493,Wireless sensor networks,add
10.1109/JIOT.2015.2394493,Sensors,add
10.1109/JIOT.2015.2394493,Standards,add
10.1109/JIOT.2015.2394493,Joints,add
10.1109/JIOT.2015.2388581,Delays,del
10.1109/JIOT.2015.2388581,Routing protocols,del
10.1109/JIOT.2015.2388581,Security,add
10.1109/JIOT.2015.2388581,Vehicles,del
10.1109/JIOT.2015.2388581,Routing,add
10.1109/JIOT.2014.2368356,Resource management,add
10.1109/JIOT.2014.2368356,Delays,del
10.1109/JIOT.2014.2368356,Internet of Things,del
10.1109/JIOT.2014.2368356,Cloud computing,add
10.1109/JIOT.2014.2368356,Vehicles,del
10.1109/JIOT.2014.2371056,Wireless sensor networks,del
10.1109/JIOT.2014.2371056,Internet of Things,add
10.1109/JIOT.2014.2371056,Relays,add
10.1109/JIOT.2014.2371056,Schedules,del
10.1109/JIOT.2014.2377351,Algorithm design and analysis,del
10.1109/JIOT.2014.2377351,Hafnium,add
10.1109/JIOT.2014.2377351,Passive RFID tags,add
10.1109/JIOT.2014.2377351,Accuracy,del
10.1109/JIOT.2014.2385798,Wireless sensor networks,add
10.1109/JIOT.2014.2385798,Inductance,add
10.1109/JIOT.2014.2385798,Inductors,del
10.1109/JIOT.2015.2394438,Sensors,del
10.1109/JIOT.2015.2394438,Frequency division multiaccess,del
10.1109/JIOT.2015.2394438,Time division multiple access,add
10.1109/JIOT.2015.2428951,Meetings,add
10.1109/JIOT.2015.2428951,Special issues and sections,del
10.1109/JIOT.2014.2384207,Clocks,del
10.1109/JIOT.2014.2384207,Silicon,del
10.1109/JIOT.2014.2384207,Prototypes,add
10.1109/JIOT.2014.2384207,Wireless sensor networks,del
10.1109/JIOT.2015.2409892,Topology,add
10.1109/JIOT.2015.2409892,Routing,del
10.1109/JIOT.2015.2409892,Routing protocols,add
10.1109/JIOT.2014.2388074,Sensors,del
10.1109/JIOT.2014.2388074,Global Positioning System,del
10.1109/JIOT.2014.2388074,Algorithm design and analysis,del
10.1109/JIOT.2014.2388074,Mobile handsets,del
10.1109/JIOT.2014.2388131,Switches,add
10.1109/JIOT.2014.2388131,Graphical user interfaces,del
10.1109/JIOT.2014.2388131,Protocols,del
10.1109/JIOT.2014.2388131,Simple object access protocol,add
10.1109/JIOT.2014.2388131,Internet of Things,add
10.1109/JIOT.2014.2387155,Security,del
10.1109/JIOT.2014.2387155,Interoperability,del
10.1109/JIOT.2014.2387155,Privacy,del
10.1109/JIOT.2014.2387155,Internet of Things,add
10.1109/JIOT.2014.2384734,Analytical models,del
10.1109/JIOT.2014.2384734,Sensors,add
10.1109/JIOT.2014.2384734,Search engines,del
10.1109/JIOT.2014.2384734,Internet of Things,del
10.1109/JIOT.2014.2384734,Search problems,add
10.1109/JIOT.2014.2384734,Scalability,del
10.1109/JIOT.2015.2412552,Fault tolerance,del
10.1109/JIOT.2015.2412552,Smart meters,add
10.1109/JIOT.2015.2412552,Privacy,add
10.1109/JIOT.2015.2417528,Optical sensors,add
10.1109/JIOT.2015.2417528,CMOS integrated circuits,del
10.1109/JIOT.2015.2417528,Packaging,add
10.1109/JIOT.2015.2417528,Mobile handsets,del
10.1109/JIOT.2015.2417528,Databases,add
10.1109/JIOT.2015.2459291,Special issues and sections,add
10.1109/JIOT.2015.2459291,Information analysis,del
10.1109/JIOT.2015.2420689,Algorithm design and analysis,del
10.1109/JIOT.2015.2420689,Accuracy,del
10.1109/JIOT.2015.2420689,Bagging,del
10.1109/JIOT.2015.2420689,Heuristic algorithms,add
10.1109/JIOT.2015.2397316,Delays,add
10.1109/JIOT.2015.2397316,Internet of Things,add
10.1109/JIOT.2014.2387771,Mobile communication,del
10.1109/JIOT.2014.2387771,Quality assessment,del
10.1109/JIOT.2014.2387771,Radio frequency,del
10.1109/JIOT.2014.2387771,Servers,add
10.1109/JIOT.2014.2387771,Training,del
10.1109/JIOT.2014.2387771,Testing,add
10.1109/JIOT.2014.2387883,Computational modeling,add
10.1109/JIOT.2014.2387883,Educational institutions,del
10.1109/JIOT.2014.2387883,Rail transportation,del
10.1109/JIOT.2014.2387883,Internet of Things,del
10.1109/JIOT.2015.2388588,Peer-to-peer computing,add
10.1109/JIOT.2015.2388588,Vehicles,add
10.1109/JIOT.2015.2388588,Games,add
10.1109/JIOT.2015.2388588,Relays,del
10.1109/JIOT.2015.2388588,Internet of Things,add
10.1109/JIOT.2014.2386326,Fault tolerance,del
10.1109/JIOT.2014.2386326,Joining processes,add
10.1109/JIOT.2014.2386326,Servers,add
10.1109/JIOT.2014.2386326,Routing,del
10.1109/JIOT.2014.2386326,Time complexity,del
10.1109/JIOT.2014.2386326,Internet of Things,del
10.1109/JIOT.2015.2404929,Context,add
10.1109/JIOT.2015.2404929,Legged locomotion,del
10.1109/JIOT.2015.2404929,Training data,del
10.1109/JIOT.2015.2404929,Acceleration,del
10.1109/JIOT.2015.2404929,Sensors,add
10.1109/JIOT.2015.2411227,Data mining,del
10.1109/JIOT.2015.2411227,Band-pass filters,del
10.1109/JIOT.2015.2411227,Context,add
10.1109/JIOT.2015.2477615,Crowdsensing,add
10.1109/JIOT.2015.2477615,Mobile communication,del
10.1109/JIOT.2015.2477615,Special issues and sections,del
10.1109/JIOT.2015.2415035,Sensors,del
10.1109/JIOT.2015.2415035,Context,del
10.1109/JIOT.2015.2415035,Crowdsourcing,add
10.1109/JIOT.2015.2409151,Heuristic algorithms,del
10.1109/JIOT.2015.2409151,Incentive schemes,del
10.1109/JIOT.2015.2409151,Taxonomy,del
10.1109/JIOT.2015.2409151,Recruitment,add
10.1109/JIOT.2015.2410425,Sensors,add
10.1109/JIOT.2015.2410425,Protocols,add
10.1109/JIOT.2015.2410425,Servers,del
10.1109/JIOT.2015.2410425,Privacy,del
10.1109/JIOT.2015.2415522,Resource management,del
10.1109/JIOT.2015.2415522,Algorithm design and analysis,add
10.1109/JIOT.2015.2415522,Mobile communication,add
10.1109/JIOT.2015.2415522,Crowdsourcing,del
10.1109/JIOT.2015.2408115,Protocols,add
10.1109/JIOT.2015.2408115,Wireless sensor networks,add
10.1109/JIOT.2015.2408115,Data communication,del
10.1109/JIOT.2015.2419740,Protocols,del
10.1109/JIOT.2015.2419740,IEEE 802.15 Standards,del
10.1109/JIOT.2015.2419740,Wireless sensor networks,add
10.1109/JIOT.2015.2419740,Servers,del
10.1109/JIOT.2015.2425431,Green products,del
10.1109/JIOT.2015.2425431,Energy harvesting,add
10.1109/JIOT.2015.2425431,Protocols,del
10.1109/JIOT.2015.2425431,IEEE 802.15 Standards,del
10.1109/JIOT.2015.2425431,Topology,del
10.1109/JIOT.2015.2425431,Routing,add
10.1109/JIOT.2015.2435655,Simulation,del
10.1109/JIOT.2015.2435655,Resource management,del
10.1109/JIOT.2015.2435655,Quality of service,add
10.1109/JIOT.2015.2435655,Analytical models,del
10.1109/JIOT.2015.2457940,Authentication,add
10.1109/JIOT.2015.2457940,Delays,del
10.1109/JIOT.2015.2457940,Protocols,add
10.1109/JIOT.2015.2457940,Standards,add
10.1109/JIOT.2015.2457940,Bandwidth,add
10.1109/JIOT.2015.2477467,Erbium,del
10.1109/JIOT.2015.2477467,Protocols,del
10.1109/JIOT.2015.2477467,Wireless sensor networks,del
10.1109/JIOT.2015.2477467,Servers,add
10.1109/JIOT.2015.2476915,Protocols,del
10.1109/JIOT.2015.2476915,Network topology,add
10.1109/JIOT.2015.2476915,Schedules,add
10.1109/JIOT.2015.2476915,Standards,add
10.1109/JIOT.2015.2476915,IP networks,add
10.1109/JIOT.2015.2428307,Training,del
10.1109/JIOT.2015.2428307,Context,del
10.1109/JIOT.2015.2408451,Microphones,del
10.1109/JIOT.2015.2408451,Robot sensing systems,del
10.1109/JIOT.2015.2408451,Hardware,add
10.1109/JIOT.2015.2408451,Sonar measurements,add
10.1109/JIOT.2015.2408597,Electricity,add
10.1109/JIOT.2015.2408597,Measurement,add
10.1109/JIOT.2015.2408597,Privacy,add
10.1109/JIOT.2015.2408597,Substations,del
10.1109/JIOT.2015.2419632,Uplink,add
10.1109/JIOT.2015.2419632,Protocols,add
10.1109/JIOT.2015.2419632,Game theory,del
10.1109/JIOT.2015.2419632,Resource management,del
10.1109/JIOT.2015.2417684,Wireless sensor networks,add
10.1109/JIOT.2015.2413397,Resistance heating,add
10.1109/JIOT.2015.2413397,Energy efficiency,del
10.1109/JIOT.2015.2413397,Cooling,add
10.1109/JIOT.2015.2433938,Time complexity,add
10.1109/JIOT.2015.2433938,Measurement,del
10.1109/JIOT.2015.2433938,Bridges,add
10.1109/JIOT.2015.2433938,Algorithm design and analysis,add
10.1109/JIOT.2015.2423286,Databases,add
10.1109/JIOT.2015.2423286,Software,del
10.1109/JIOT.2015.2423286,Security,del
10.1109/JIOT.2015.2423286,Vibrations,del
10.1109/JIOT.2015.2441031,Crowdsourcing,del
10.1109/JIOT.2015.2441031,Games,del
10.1109/JIOT.2015.2441031,Game theory,del
10.1109/JIOT.2015.2441031,Computational modeling,del
10.1109/JIOT.2015.2441031,Mobile communication,del
10.1109/JIOT.2015.2453419,Databases,add
10.1109/JIOT.2015.2453419,Estimation,del
10.1109/JIOT.2015.2453419,Accuracy,add
10.1109/JIOT.2015.2475639,Protocols,add
10.1109/JIOT.2015.2475639,Sensors,add
10.1109/JIOT.2015.2475639,Wireless sensor networks,add
10.1109/JIOT.2015.2475639,Routing,add
10.1109/JIOT.2015.2475639,Relays,add
10.1109/JIOT.2015.2475639,Algorithm design and analysis,del
10.1109/JIOT.2015.2451997,Mobile handsets,add
10.1109/JIOT.2015.2451997,Robustness,del
10.1109/JIOT.2015.2451997,GSM,add
10.1109/JIOT.2015.2451997,Estimation,add
10.1109/JIOT.2015.2451997,Noise,del
10.1109/JIOT.2015.2451997,Mobile communication,add
10.1109/JIOT.2015.2434211,Software,add
10.1109/JIOT.2015.2434211,Protocols,add
10.1109/JIOT.2015.2434211,Semantics,del
10.1109/JIOT.2015.2434211,Context,add
10.1109/JIOT.2015.2434211,Virtualization,del
10.1109/JIOT.2016.2516838,Special issues and sections,del
10.1109/JIOT.2016.2516838,Internet of Things,del
10.1109/JIOT.2016.2516838,Nanoscale devices,del
10.1109/JIOT.2016.2516838,Communication networks,add
10.1109/JIOT.2015.2439045,Relays,del
10.1109/JIOT.2015.2439045,Receivers,del
10.1109/JIOT.2015.2439045,Nanoscale devices,add
10.1109/JIOT.2015.2440176,Nanosensors,add
10.1109/JIOT.2015.2440176,Energy harvesting,add
10.1109/JIOT.2015.2440176,Performance evaluation,del
10.1109/JIOT.2015.2438098,Neurons,del
10.1109/JIOT.2015.2438098,Nanobioscience,add
10.1109/JIOT.2015.2472555,Nanosensors,del
10.1109/JIOT.2015.2472555,Noise,del
10.1109/JIOT.2015.2472555,Receivers,del
10.1109/JIOT.2015.2472555,Bit error rate,del
10.1109/JIOT.2015.2472555,Measurement,del
10.1109/JIOT.2015.2472555,Bandwidth,del
10.1109/JIOT.2015.2472291,Neurons,add
10.1109/JIOT.2015.2472291,Encoding,add
10.1109/JIOT.2015.2472291,Wireless sensor networks,add
10.1109/JIOT.2015.2472291,Nanobioscience,del
10.1109/JIOT.2015.2472291,Sensors,del
10.1109/JIOT.2015.2463685,Nanoscale devices,del
10.1109/JIOT.2015.2498900,Wireless sensor networks,del
10.1109/JIOT.2015.2498900,Security,del
10.1109/JIOT.2015.2442956,Wireless sensor networks,add
10.1109/JIOT.2015.2442956,Sensors,add
10.1109/JIOT.2015.2442956,Protocols,add
10.1109/JIOT.2015.2487046,Sensors,del
10.1109/JIOT.2015.2487046,Satellites,del
10.1109/JIOT.2015.2462030,Routing protocols,del
10.1109/JIOT.2015.2462030,Wireless sensor networks,del
10.1109/JIOT.2015.2462030,Routing,add
10.1109/JIOT.2015.2478381,Object oriented modeling,add
10.1109/JIOT.2015.2478381,Wind turbines,add
10.1109/JIOT.2015.2478381,Wind farms,add
10.1109/JIOT.2015.2478381,Sensors,add
10.1109/JIOT.2015.2451220,Stability analysis,add
10.1109/JIOT.2015.2451220,Algorithm design and analysis,del
10.1109/JIOT.2015.2451220,Estimation,del
10.1109/JIOT.2015.2451220,Least squares approximations,add
10.1109/JIOT.2015.2451220,Noise,del
10.1109/JIOT.2015.2471260,Protocols,add
10.1109/JIOT.2015.2471260,Energy management,add
10.1109/JIOT.2015.2471260,Hardware,del
10.1109/JIOT.2015.2483750,Poles and towers,add
10.1109/JIOT.2015.2483750,Wireless sensor networks,add
10.1109/JIOT.2015.2483750,Sensors,add
10.1109/JIOT.2015.2471105,Predictive models,add
10.1109/JIOT.2015.2471105,Quality of service,add
10.1109/JIOT.2015.2471105,Streaming media,del
10.1109/JIOT.2015.2471105,Bandwidth,del
10.1109/JIOT.2015.2471105,Mobile communication,add
10.1109/JIOT.2015.2459049,Power measurement,add
10.1109/JIOT.2015.2469605,Indexes,del
10.1109/JIOT.2015.2469605,Encoding,del
10.1109/JIOT.2015.2496259,Fading,del
10.1109/JIOT.2015.2496259,Reliability theory,del
10.1109/JIOT.2015.2490544,Delays,add
10.1109/JIOT.2015.2490544,Switches,add
10.1109/JIOT.2015.2490544,Wireless sensor networks,add
10.1109/JIOT.2015.2490544,Industries,add
10.1109/JIOT.2015.2490544,Sensors,del
10.1109/JIOT.2016.2554738,Data analysis,add
10.1109/JIOT.2016.2554738,Special issues and sections,add
10.1109/JIOT.2016.2554738,Energy efficiency,del
10.1109/JIOT.2016.2554738,Embedded systems,add
10.1109/JIOT.2016.2554738,Cloud computing,add
10.1109/JIOT.2016.2554738,Sensors,del
10.1109/JIOT.2015.2502182,Data integration,add
10.1109/JIOT.2015.2502182,Protocols,add
10.1109/JIOT.2015.2502182,Cloud computing,add
10.1109/JIOT.2015.2502182,Sensors,del
10.1109/JIOT.2015.2502182,Wireless sensor networks,del
10.1109/JIOT.2015.2460333,Servers,del
10.1109/JIOT.2015.2460333,Cloud computing,del
10.1109/JIOT.2015.2460333,Context,del
10.1109/JIOT.2015.2455555,Ecosystems,del
10.1109/JIOT.2015.2455555,Cloud computing,add
10.1109/JIOT.2016.2519502,Databases,add
10.1109/JIOT.2016.2519502,Mobile communication,add
10.1109/JIOT.2016.2519502,Smart cities,add
10.1109/JIOT.2016.2519502,Transcoding,add
10.1109/JIOT.2016.2519502,Cloud computing,add
10.1109/JIOT.2016.2519502,Sensors,add
10.1109/JIOT.2016.2554739,Special issues and sections,add
10.1109/JIOT.2016.2554739,4G mobile communication,del
10.1109/JIOT.2015.2496626,Delays,del
10.1109/JIOT.2015.2496626,Estimation,add
10.1109/JIOT.2015.2496626,Resource management,del
10.1109/JIOT.2015.2497263,Uplink,del
10.1109/JIOT.2015.2497263,Memory management,add
10.1109/JIOT.2015.2497263,Protocols,del
10.1109/JIOT.2015.2497263,Cloud computing,del
10.1109/JIOT.2015.2497230,Markov processes,del
10.1109/JIOT.2015.2497230,Delays,add
10.1109/JIOT.2015.2497230,Uplink,add
10.1109/JIOT.2015.2497230,Algorithm design and analysis,add
10.1109/JIOT.2015.2497230,Load modeling,del
10.1109/JIOT.2015.2497230,Power demand,add
10.1109/JIOT.2015.2496161,Quality of service,del
10.1109/JIOT.2015.2496161,Signal to noise ratio,add
